-----------------------------------------------------------------------
 | Scene # | Start Frame |  Start Time  |  End Frame  |   End Time   |
 |    371  |       29619 | 00:16:28.287 |       29694 | 00:16:30.790 |
 |    372  |       29694 | 00:16:30.790 |       29783 | 00:16:33.759 |
 |    373  |       29783 | 00:16:33.759 |       29931 | 00:16:38.698 |
 |    374  |       29931 | 00:16:38.698 |       29962 | 00:16:39.732 |
 |    375  |       29962 | 00:16:39.732 |       29977 | 00:16:40.233 |
 |    376  |       29977 | 00:16:40.233 |       30017 | 00:16:41.567 |
 |    377  |       30017 | 00:16:41.567 |       30059 | 00:16:42.969 |
 |    378  |       30059 | 00:16:42.969 |       30268 | 00:16:49.942 |
 |    379  |       30268 | 00:16:49.942 |       30284 | 00:16:50.476 |
 |    380  |       30284 | 00:16:50.476 |       30312 | 00:16:51.410 |
 |    381  |       30312 | 00:16:51.410 |       30332 | 00:16:52.078 |
 |    382  |       30332 | 00:16:52.078 |       30363 | 00:16:53.112 |
 |    383  |       30363 | 00:16:53.112 |       30437 | 00:16:55.581 |
 |    384  |       30437 | 00:16:55.581 |       30485 | 00:16:57.183 |
 |    385  |       30485 | 00:16:57.183 |       30719 | 00:17:04.991 |
 |    386  |       30719 | 00:17:04.991 |       30780 | 00:17:07.026 |
 |    387  |       30780 | 00:17:07.026 |       30891 | 00:17:10.730 |
 |    388  |       30891 | 00:17:10.730 |       31012 | 00:17:14.767 |
 |    389  |       31012 | 00:17:14.767 |       31104 | 00:17:17.837 |
 |    390  |       31104 | 00:17:17.837 |       31192 | 00:17:20.773 |
 |    391  |       31192 | 00:17:20.773 |       31364 | 00:17:26.512 |
 |    392  |       31364 | 00:17:26.512 |       31667 | 00:17:36.622 |
 |    393  |       31667 | 00:17:36.622 |       31741 | 00:17:39.091 |
 |    394  |       31741 | 00:17:39.091 |       31781 | 00:17:40.426 |
 |    395  |       31781 | 00:17:40.426 |       31802 | 00:17:41.127 |
 |    396  |       31802 | 00:17:41.127 |       31855 | 00:17:42.895 |
 |    397  |       31855 | 00:17:42.895 |       31918 | 00:17:44.997 |
 |    398  |       31918 | 00:17:44.997 |       32200 | 00:17:54.407 |
 |    399  |       32200 | 00:17:54.407 |       32314 | 00:17:58.210 |
 |    400  |       32314 | 00:17:58.210 |       32388 | 00:18:00.680 |
 |    401  |       32388 | 00:18:00.680 |       32547 | 00:18:05.985 |
 |    402  |       32547 | 00:18:05.985 |       32626 | 00:18:08.621 |
 |    403  |       32626 | 00:18:08.621 |       32697 | 00:18:10.990 |
 |    404  |       32697 | 00:18:10.990 |       32792 | 00:18:14.160 |
 |    405  |       32792 | 00:18:14.160 |       33035 | 00:18:22.268 |
 |    406  |       33035 | 00:18:22.268 |       33169 | 00:18:26.739 |
 |    407  |       33169 | 00:18:26.739 |       33237 | 00:18:29.008 |
 |    408  |       33237 | 00:18:29.008 |       33372 | 00:18:33.512 |
 |    409  |       33372 | 00:18:33.512 |       33495 | 00:18:37.617 |
 |    410  |       33495 | 00:18:37.617 |       33623 | 00:18:41.887 |
 |    411  |       33623 | 00:18:41.887 |       33842 | 00:18:49.195 |
 |    412  |       33842 | 00:18:49.195 |       33916 | 00:18:51.664 |
 |    413  |       33916 | 00:18:51.664 |       34144 | 00:18:59.271 |
 |    414  |       34144 | 00:18:59.271 |       34238 | 00:19:02.408 |
 |    415  |       34238 | 00:19:02.408 |       34357 | 00:19:06.379 |
 |    416  |       34357 | 00:19:06.379 |       34448 | 00:19:09.415 |
 |    417  |       34448 | 00:19:09.415 |       34565 | 00:19:13.319 |
 |    418  |       34565 | 00:19:13.319 |       34623 | 00:19:15.254 |
 |    419  |       34623 | 00:19:15.254 |       34672 | 00:19:16.889 |
 |    420  |       34672 | 00:19:16.889 |       34736 | 00:19:19.025 |
 |    421  |       34736 | 00:19:19.025 |       34795 | 00:19:20.993 |
 |    422  |       34795 | 00:19:20.993 |       34834 | 00:19:22.294 |
 |    423  |       34834 | 00:19:22.294 |       34991 | 00:19:27.533 |
 |    424  |       34991 | 00:19:27.533 |       35103 | 00:19:31.270 |
 |    425  |       35103 | 00:19:31.270 |       35177 | 00:19:33.739 |
 |    426  |       35177 | 00:19:33.739 |       35317 | 00:19:38.411 |
 |    427  |       35317 | 00:19:38.411 |       35377 | 00:19:40.413 |
 |    428  |       35377 | 00:19:40.413 |       35441 | 00:19:42.548 |
 |    429  |       35441 | 00:19:42.548 |       35518 | 00:19:45.117 |
 |    430  |       35518 | 00:19:45.117 |       35555 | 00:19:46.352 |
 |    431  |       35555 | 00:19:46.352 |       35694 | 00:19:50.990 |
 |    432  |       35694 | 00:19:50.990 |       35787 | 00:19:54.093 |
 |    433  |       35787 | 00:19:54.093 |       35870 | 00:19:56.862 |
 |    434  |       35870 | 00:19:56.862 |       36099 | 00:20:04.503 |
 |    435  |       36099 | 00:20:04.503 |       36173 | 00:20:06.972 |
 |    436  |       36173 | 00:20:06.972 |       36328 | 00:20:12.144 |
 |    437  |       36328 | 00:20:12.144 |       36414 | 00:20:15.014 |
 |    438  |       36414 | 00:20:15.014 |       36513 | 00:20:18.317 |
 |    439  |       36513 | 00:20:18.317 |       36612 | 00:20:21.620 |
 |    440  |       36612 | 00:20:21.620 |       36715 | 00:20:25.057 |
 |    441  |       36715 | 00:20:25.057 |       36917 | 00:20:31.797 |
 |    442  |       36917 | 00:20:31.797 |       37022 | 00:20:35.301 |
 |    443  |       37022 | 00:20:35.301 |       37101 | 00:20:37.937 |
 |    444  |       37101 | 00:20:37.937 |       37210 | 00:20:41.574 |
 |    445  |       37210 | 00:20:41.574 |       37512 | 00:20:51.650 |
 |    446  |       37512 | 00:20:51.650 |       37572 | 00:20:53.652 |
 |    447  |       37572 | 00:20:53.652 |       37632 | 00:20:55.654 |
 |    448  |       37632 | 00:20:55.654 |       37791 | 00:21:00.960 |
 |    449  |       37791 | 00:21:00.960 |       37860 | 00:21:03.262 |
 |    450  |       37860 | 00:21:03.262 |       37957 | 00:21:06.499 |
 |    451  |       37957 | 00:21:06.499 |       38082 | 00:21:10.669 |
 |    452  |       38082 | 00:21:10.669 |       38107 | 00:21:11.504 |
 |    453  |       38107 | 00:21:11.504 |       38160 | 00:21:13.272 |
 |    454  |       38160 | 00:21:13.272 |       38302 | 00:21:18.010 |
 |    455  |       38302 | 00:21:18.010 |       38480 | 00:21:23.949 |
 |    456  |       38480 | 00:21:23.949 |       38541 | 00:21:25.985 |
 |    457  |       38541 | 00:21:25.985 |       38597 | 00:21:27.853 |
 |    458  |       38597 | 00:21:27.853 |       38854 | 00:21:36.428 |
 |    459  |       38854 | 00:21:36.428 |       38909 | 00:21:38.264 |
 |    460  |       38909 | 00:21:38.264 |       39019 | 00:21:41.934 |
 |    461  |       39019 | 00:21:41.934 |       39058 | 00:21:43.235 |
 |    462  |       39058 | 00:21:43.235 |       39134 | 00:21:45.771 |
 |    463  |       39134 | 00:21:45.771 |       39245 | 00:21:49.475 |
 |    464  |       39245 | 00:21:49.475 |       39338 | 00:21:52.578 |
 |    465  |       39338 | 00:21:52.578 |       39474 | 00:21:57.116 |
 |    466  |       39474 | 00:21:57.116 |       39594 | 00:22:01.120 |
 |    467  |       39594 | 00:22:01.120 |       39760 | 00:22:06.659 |
 |    468  |       39760 | 00:22:06.659 |       39833 | 00:22:09.094 |
 |    469  |       39833 | 00:22:09.094 |       40054 | 00:22:16.468 |
 |    470  |       40054 | 00:22:16.468 |       40140 | 00:22:19.338 |
 |    471  |       40140 | 00:22:19.338 |       40213 | 00:22:21.774 |
 |    472  |       40213 | 00:22:21.774 |       40309 | 00:22:24.977 |
 |    473  |       40309 | 00:22:24.977 |       40600 | 00:22:34.687 |
 |    474  |       40600 | 00:22:34.687 |       40690 | 00:22:37.690 |
 |    475  |       40690 | 00:22:37.690 |       40754 | 00:22:39.825 |
 |    476  |       40754 | 00:22:39.825 |       40983 | 00:22:47.466 |
 |    477  |       40983 | 00:22:47.466 |       41055 | 00:22:49.869 |
 |    478  |       41055 | 00:22:49.869 |       41109 | 00:22:51.670 |
 |    479  |       41109 | 00:22:51.670 |       41247 | 00:22:56.275 |
 |    480  |       41247 | 00:22:56.275 |       41374 | 00:23:00.512 |
 |    481  |       41374 | 00:23:00.512 |       41675 | 00:23:10.556 |
 |    482  |       41675 | 00:23:10.556 |       41806 | 00:23:14.927 |
 |    483  |       41806 | 00:23:14.927 |       42025 | 00:23:22.234 |
 |    484  |       42025 | 00:23:22.234 |       42375 | 00:23:33.913 |
 |    485  |       42375 | 00:23:33.913 |       42489 | 00:23:37.716 |
 |    486  |       42489 | 00:23:37.716 |       42704 | 00:23:44.890 |
 |    487  |       42704 | 00:23:44.890 |       42743 | 00:23:46.191 |
 |    488  |       42743 | 00:23:46.191 |       42830 | 00:23:49.094 |
 |    489  |       42830 | 00:23:49.094 |       42888 | 00:23:51.030 |
 |    490  |       42888 | 00:23:51.030 |       43065 | 00:23:56.936 |
 |    491  |       43065 | 00:23:56.936 |       43148 | 00:23:59.705 |
 |    492  |       43148 | 00:23:59.705 |       43210 | 00:24:01.774 |
 |    493  |       43210 | 00:24:01.774 |       43256 | 00:24:03.309 |
 |    494  |       43256 | 00:24:03.309 |       43361 | 00:24:06.812 |
 |    495  |       43361 | 00:24:06.812 |       43421 | 00:24:08.814 |
 |    496  |       43421 | 00:24:08.814 |       43516 | 00:24:11.984 |
 |    497  |       43516 | 00:24:11.984 |       43599 | 00:24:14.753 |
 |    498  |       43599 | 00:24:14.753 |       43636 | 00:24:15.988 |
 |    499  |       43636 | 00:24:15.988 |       43683 | 00:24:17.556 |
 |    500  |       43683 | 00:24:17.556 |       43818 | 00:24:22.061 |
 |    501  |       43818 | 00:24:22.061 |       43942 | 00:24:26.198 |
 |    502  |       43942 | 00:24:26.198 |       44019 | 00:24:28.767 |
 |    503  |       44019 | 00:24:28.767 |       44076 | 00:24:30.669 |
 |    504  |       44076 | 00:24:30.669 |       44190 | 00:24:34.473 |
 |    505  |       44190 | 00:24:34.473 |       44240 | 00:24:36.141 |
 |    506  |       44240 | 00:24:36.141 |       44310 | 00:24:38.477 |
 |    507  |       44310 | 00:24:38.477 |       44388 | 00:24:41.080 |
 |    508  |       44388 | 00:24:41.080 |       44459 | 00:24:43.449 |
 |    509  |       44459 | 00:24:43.449 |       44685 | 00:24:50.990 |
 |    510  |       44685 | 00:24:50.990 |       44762 | 00:24:53.559 |
 |    511  |       44762 | 00:24:53.559 |       44800 | 00:24:54.827 |
 |    512  |       44800 | 00:24:54.827 |       44841 | 00:24:56.195 |
 |    513  |       44841 | 00:24:56.195 |       44886 | 00:24:57.696 |
 |    514  |       44886 | 00:24:57.696 |       45044 | 00:25:02.968 |
 |    515  |       45044 | 00:25:02.968 |       45131 | 00:25:05.871 |
 |    516  |       45131 | 00:25:05.871 |       45205 | 00:25:08.340 |
 |    517  |       45205 | 00:25:08.340 |       45300 | 00:25:11.510 |
 |    518  |       45300 | 00:25:11.510 |       45377 | 00:25:14.079 |
 |    519  |       45377 | 00:25:14.079 |       45429 | 00:25:15.814 |
 |    520  |       45429 | 00:25:15.814 |       45469 | 00:25:17.149 |
 |    521  |       45469 | 00:25:17.149 |       45516 | 00:25:18.717 |
 |    522  |       45516 | 00:25:18.717 |       45578 | 00:25:20.786 |
 |    523  |       45578 | 00:25:20.786 |       45629 | 00:25:22.488 |
 |    524  |       45629 | 00:25:22.488 |       45663 | 00:25:23.622 |
 |    525  |       45663 | 00:25:23.622 |       45689 | 00:25:24.490 |
 |    526  |       45689 | 00:25:24.490 |       45728 | 00:25:25.791 |
 |    527  |       45728 | 00:25:25.791 |       45769 | 00:25:27.159 |
 |    528  |       45769 | 00:25:27.159 |       45885 | 00:25:31.030 |
 |    529  |       45885 | 00:25:31.030 |       45932 | 00:25:32.598 |
 |    530  |       45932 | 00:25:32.598 |       46018 | 00:25:35.467 |
 |    531  |       46018 | 00:25:35.467 |       46087 | 00:25:37.770 |
 |    532  |       46087 | 00:25:37.770 |       46171 | 00:25:40.572 |
 |    533  |       46171 | 00:25:40.572 |       46217 | 00:25:42.107 |
 |    534  |       46217 | 00:25:42.107 |       46303 | 00:25:44.977 |
 |    535  |       46303 | 00:25:44.977 |       46333 | 00:25:45.978 |
 |    536  |       46333 | 00:25:45.978 |       46369 | 00:25:47.179 |
 |    537  |       46369 | 00:25:47.179 |       46405 | 00:25:48.380 |
 |    538  |       46405 | 00:25:48.380 |       46441 | 00:25:49.581 |
 |    539  |       46441 | 00:25:49.581 |       46476 | 00:25:50.749 |
 |    540  |       46476 | 00:25:50.749 |       46541 | 00:25:52.918 |
 |    541  |       46541 | 00:25:52.918 |       46606 | 00:25:55.087 |
 |    542  |       46606 | 00:25:55.087 |       46658 | 00:25:56.822 |
 |    543  |       46658 | 00:25:56.822 |       46719 | 00:25:58.857 |
 |    544  |       46719 | 00:25:58.857 |       46867 | 00:26:03.796 |
 |    545  |       46867 | 00:26:03.796 |       46912 | 00:26:05.297 |
 |    546  |       46912 | 00:26:05.297 |       46983 | 00:26:07.666 |
 |    547  |       46983 | 00:26:07.666 |       47033 | 00:26:09.334 |
 |    548  |       47033 | 00:26:09.334 |       47084 | 00:26:11.036 |
 |    549  |       47084 | 00:26:11.036 |       47279 | 00:26:17.543 |
 |    550  |       47279 | 00:26:17.543 |       47350 | 00:26:19.912 |
 |    551  |       47350 | 00:26:19.912 |       47389 | 00:26:21.213 |
 |    552  |       47389 | 00:26:21.213 |       47450 | 00:26:23.248 |
 |    553  |       47450 | 00:26:23.248 |       47522 | 00:26:25.651 |
 |    554  |       47522 | 00:26:25.651 |       47584 | 00:26:27.719 |
 |    555  |       47584 | 00:26:27.719 |       47694 | 00:26:31.390 |
 |    556  |       47694 | 00:26:31.390 |       47847 | 00:26:36.495 |
 |    557  |       47847 | 00:26:36.495 |       47978 | 00:26:40.866 |
 |    558  |       47978 | 00:26:40.866 |       48121 | 00:26:45.637 |
 |    559  |       48121 | 00:26:45.637 |       48194 | 00:26:48.073 |
 |    560  |       48194 | 00:26:48.073 |       48264 | 00:26:50.409 |
 |    561  |       48264 | 00:26:50.409 |       48340 | 00:26:52.945 |
 |    562  |       48340 | 00:26:52.945 |       48382 | 00:26:54.346 |
 |    563  |       48382 | 00:26:54.346 |       48443 | 00:26:56.381 |
 |    564  |       48443 | 00:26:56.381 |       48504 | 00:26:58.417 |
 |    565  |       48504 | 00:26:58.417 |       48539 | 00:26:59.585 |
 |    566  |       48539 | 00:26:59.585 |       48594 | 00:27:01.420 |
 |    567  |       48594 | 00:27:01.420 |       48743 | 00:27:06.391 |
 |    568  |       48743 | 00:27:06.391 |       48876 | 00:27:10.829 |
 |    569  |       48876 | 00:27:10.829 |       49082 | 00:27:17.703 |
 |    570  |       49082 | 00:27:17.703 |       49202 | 00:27:21.707 |
 |    571  |       49202 | 00:27:21.707 |       49226 | 00:27:22.508 |
 |    572  |       49226 | 00:27:22.508 |       49445 | 00:27:29.815 |
 |    573  |       49445 | 00:27:29.815 |       49521 | 00:27:32.351 |
 |    574  |       49521 | 00:27:32.351 |       49566 | 00:27:33.852 |
 |    575  |       49566 | 00:27:33.852 |       49673 | 00:27:37.422 |
 |    576  |       49673 | 00:27:37.422 |       49723 | 00:27:39.091 |
 |    577  |       49723 | 00:27:39.091 |       49795 | 00:27:41.493 |
 |    578  |       49795 | 00:27:41.493 |       49920 | 00:27:45.664 |
 |    579  |       49920 | 00:27:45.664 |       49973 | 00:27:47.432 |
 |    580  |       49973 | 00:27:47.432 |       50041 | 00:27:49.701 |
 |    581  |       50041 | 00:27:49.701 |       50117 | 00:27:52.237 |
 |    582  |       50117 | 00:27:52.237 |       50222 | 00:27:55.741 |
 |    583  |       50222 | 00:27:55.741 |       50334 | 00:27:59.478 |
 |    584  |       50334 | 00:27:59.478 |       50421 | 00:28:02.381 |
 |    585  |       50421 | 00:28:02.381 |       50450 | 00:28:03.348 |
 |    586  |       50450 | 00:28:03.348 |       50492 | 00:28:04.750 |
 |    587  |       50492 | 00:28:04.750 |       50601 | 00:28:08.387 |
 |    588  |       50601 | 00:28:08.387 |       50777 | 00:28:14.259 |
 |    589  |       50777 | 00:28:14.259 |       50847 | 00:28:16.595 |
 |    590  |       50847 | 00:28:16.595 |       50933 | 00:28:19.464 |
 |    591  |       50933 | 00:28:19.464 |       51001 | 00:28:21.733 |
 |    592  |       51001 | 00:28:21.733 |       51210 | 00:28:28.707 |
 |    593  |       51210 | 00:28:28.707 |       51267 | 00:28:30.609 |
 |    594  |       51267 | 00:28:30.609 |       51300 | 00:28:31.710 |
 |    595  |       51300 | 00:28:31.710 |       51315 | 00:28:32.211 |
 |    596  |       51315 | 00:28:32.211 |       51397 | 00:28:34.947 |
 |    597  |       51397 | 00:28:34.947 |       51574 | 00:28:40.852 |
 |    598  |       51574 | 00:28:40.852 |       51635 | 00:28:42.888 |
 |    599  |       51635 | 00:28:42.888 |       51746 | 00:28:46.592 |
 |    600  |       51746 | 00:28:46.592 |       51807 | 00:28:48.627 |
 |    601  |       51807 | 00:28:48.627 |       51884 | 00:28:51.196 |
 |    602  |       51884 | 00:28:51.196 |       51995 | 00:28:54.900 |
 |    603  |       51995 | 00:28:54.900 |       52031 | 00:28:56.101 |
 |    604  |       52031 | 00:28:56.101 |       52075 | 00:28:57.569 |
 |    605  |       52075 | 00:28:57.569 |       52138 | 00:28:59.671 |
 |    606  |       52138 | 00:28:59.671 |       52168 | 00:29:00.672 |
 |    607  |       52168 | 00:29:00.672 |       52206 | 00:29:01.940 |
 |    608  |       52206 | 00:29:01.940 |       52224 | 00:29:02.541 |
 |    609  |       52224 | 00:29:02.541 |       52249 | 00:29:03.375 |
 |    610  |       52249 | 00:29:03.375 |       52282 | 00:29:04.476 |
 |    611  |       52282 | 00:29:04.476 |       52307 | 00:29:05.310 |
 |    612  |       52307 | 00:29:05.310 |       52471 | 00:29:10.782 |
 |    613  |       52471 | 00:29:10.782 |       52544 | 00:29:13.218 |
 |    614  |       52544 | 00:29:13.218 |       52612 | 00:29:15.487 |
 |    615  |       52612 | 00:29:15.487 |       52664 | 00:29:17.222 |
 |    616  |       52664 | 00:29:17.222 |       52752 | 00:29:20.158 |
 |    617  |       52752 | 00:29:20.158 |       52797 | 00:29:21.660 |
 |    618  |       52797 | 00:29:21.660 |       52831 | 00:29:22.794 |
 |    619  |       52831 | 00:29:22.794 |       52952 | 00:29:26.832 |
 |    620  |       52952 | 00:29:26.832 |       53132 | 00:29:32.838 |
 |    621  |       53132 | 00:29:32.838 |       53177 | 00:29:34.339 |
 |    622  |       53177 | 00:29:34.339 |       53206 | 00:29:35.307 |
 |    623  |       53206 | 00:29:35.307 |       53242 | 00:29:36.508 |
 |    624  |       53242 | 00:29:36.508 |       53279 | 00:29:37.743 |
 |    625  |       53279 | 00:29:37.743 |       53295 | 00:29:38.276 |
 |    626  |       53295 | 00:29:38.276 |       53351 | 00:29:40.145 |
 |    627  |       53351 | 00:29:40.145 |       53418 | 00:29:42.381 |
 |    628  |       53418 | 00:29:42.381 |       53485 | 00:29:44.616 |
 |    629  |       53485 | 00:29:44.616 |       53549 | 00:29:46.752 |
 |    630  |       53549 | 00:29:46.752 |       53612 | 00:29:48.854 |
 |    631  |       53612 | 00:29:48.854 |       53629 | 00:29:49.421 |
 |    632  |       53629 | 00:29:49.421 |       53700 | 00:29:51.790 |
 |    633  |       53700 | 00:29:51.790 |       53792 | 00:29:54.860 |
 |    634  |       53792 | 00:29:54.860 |       53856 | 00:29:56.995 |
 |    635  |       53856 | 00:29:56.995 |       54035 | 00:30:02.968 |
 |    636  |       54035 | 00:30:02.968 |       54344 | 00:30:13.278 |
 |    637  |       54344 | 00:30:13.278 |       54386 | 00:30:14.680 |
 |    638  |       54386 | 00:30:14.680 |       54471 | 00:30:17.516 |
 |    639  |       54471 | 00:30:17.516 |       54611 | 00:30:22.187 |
 |    640  |       54611 | 00:30:22.187 |       54674 | 00:30:24.289 |
 |    641  |       54674 | 00:30:24.289 |       54731 | 00:30:26.191 |
 |    642  |       54731 | 00:30:26.191 |       54769 | 00:30:27.459 |
 |    643  |       54769 | 00:30:27.459 |       54812 | 00:30:28.894 |
 |    644  |       54812 | 00:30:28.894 |       54845 | 00:30:29.995 |
 |    645  |       54845 | 00:30:29.995 |       54878 | 00:30:31.096 |
 |    646  |       54878 | 00:30:31.096 |       54925 | 00:30:32.664 |
 |    647  |       54925 | 00:30:32.664 |       54963 | 00:30:33.932 |
 |    648  |       54963 | 00:30:33.932 |       55015 | 00:30:35.667 |
 |    649  |       55015 | 00:30:35.667 |       55041 | 00:30:36.535 |
 |    650  |       55041 | 00:30:36.535 |       55104 | 00:30:38.637 |
 |    651  |       55104 | 00:30:38.637 |       55134 | 00:30:39.638 |
 |    652  |       55134 | 00:30:39.638 |       55164 | 00:30:40.639 |
 |    653  |       55164 | 00:30:40.639 |       55351 | 00:30:46.878 |
 |    654  |       55351 | 00:30:46.878 |       55434 | 00:30:49.648 |
 |    655  |       55434 | 00:30:49.648 |       55472 | 00:30:50.916 |
 |    656  |       55472 | 00:30:50.916 |       55521 | 00:30:52.551 |
 |    657  |       55521 | 00:30:52.551 |       55545 | 00:30:53.351 |
 |    658  |       55545 | 00:30:53.351 |       55575 | 00:30:54.352 |
 |    659  |       55575 | 00:30:54.352 |       55601 | 00:30:55.220 |
 |    660  |       55601 | 00:30:55.220 |       55695 | 00:30:58.357 |
 |    661  |       55695 | 00:30:58.357 |       55738 | 00:30:59.791 |
 |    662  |       55738 | 00:30:59.791 |       55774 | 00:31:00.992 |
 |    663  |       55774 | 00:31:00.992 |       55955 | 00:31:07.032 |
 |    664  |       55955 | 00:31:07.032 |       56001 | 00:31:08.567 |
 |    665  |       56001 | 00:31:08.567 |       56025 | 00:31:09.368 |
 |    666  |       56025 | 00:31:09.368 |       56082 | 00:31:11.269 |
 |    667  |       56082 | 00:31:11.269 |       56148 | 00:31:13.472 |
 |    668  |       56148 | 00:31:13.472 |       56209 | 00:31:15.507 |
 |    669  |       56209 | 00:31:15.507 |       56301 | 00:31:18.577 |
 |    670  |       56301 | 00:31:18.577 |       56386 | 00:31:21.413 |
 |    671  |       56386 | 00:31:21.413 |       56433 | 00:31:22.981 |
 |    672  |       56433 | 00:31:22.981 |       56479 | 00:31:24.516 |
 |    673  |       56479 | 00:31:24.516 |       56534 | 00:31:26.351 |
 |    674  |       56534 | 00:31:26.351 |       56646 | 00:31:30.088 |
 |    675  |       56646 | 00:31:30.088 |       56752 | 00:31:33.625 |
 |    676  |       56752 | 00:31:33.625 |       56784 | 00:31:34.693 |
 |    677  |       56784 | 00:31:34.693 |       56805 | 00:31:35.394 |
 |    678  |       56805 | 00:31:35.394 |       56889 | 00:31:38.196 |
 |    679  |       56889 | 00:31:38.196 |       57050 | 00:31:43.568 |
 |    680  |       57050 | 00:31:43.568 |       57152 | 00:31:46.972 |
 |    681  |       57152 | 00:31:46.972 |       57239 | 00:31:49.875 |
 |    682  |       57239 | 00:31:49.875 |       57377 | 00:31:54.479 |
 |    683  |       57377 | 00:31:54.479 |       57492 | 00:31:58.316 |
 |    684  |       57492 | 00:31:58.316 |       57585 | 00:32:01.419 |
 |    685  |       57585 | 00:32:01.419 |       57638 | 00:32:03.188 |
 |    686  |       57638 | 00:32:03.188 |       57809 | 00:32:08.894 |
 |    687  |       57809 | 00:32:08.894 |       58192 | 00:32:21.673 |
 |    688  |       58192 | 00:32:21.673 |       58247 | 00:32:23.508 |
 |    689  |       58247 | 00:32:23.508 |       58312 | 00:32:25.677 |
 |    690  |       58312 | 00:32:25.677 |       58346 | 00:32:26.812 |
 |    691  |       58346 | 00:32:26.812 |       58577 | 00:32:34.519 |
 |    692  |       58577 | 00:32:34.519 |       58681 | 00:32:37.989 |
 |    693  |       58681 | 00:32:37.989 |       58813 | 00:32:42.394 |
 |    694  |       58813 | 00:32:42.394 |       58910 | 00:32:45.630 |
 |    695  |       58910 | 00:32:45.630 |       58990 | 00:32:48.300 |
 |    696  |       58990 | 00:32:48.300 |       59024 | 00:32:49.434 |
 |    697  |       59024 | 00:32:49.434 |       59152 | 00:32:53.705 |
 |    698  |       59152 | 00:32:53.705 |       59341 | 00:33:00.011 |
 |    699  |       59341 | 00:33:00.011 |       59432 | 00:33:03.048 |
 |    700  |       59432 | 00:33:03.048 |       59637 | 00:33:09.888 |
 |    701  |       59637 | 00:33:09.888 |       59830 | 00:33:16.328 |
 |    702  |       59830 | 00:33:16.328 |       59962 | 00:33:20.732 |
 |    703  |       59962 | 00:33:20.732 |       60056 | 00:33:23.869 |
 |    704  |       60056 | 00:33:23.869 |       60097 | 00:33:25.237 |
 |    705  |       60097 | 00:33:25.237 |       60112 | 00:33:25.737 |
 |    706  |       60112 | 00:33:25.737 |       60145 | 00:33:26.838 |
 |    707  |       60145 | 00:33:26.838 |       60261 | 00:33:30.709 |
 |    708  |       60261 | 00:33:30.709 |       60328 | 00:33:32.944 |
 |    709  |       60328 | 00:33:32.944 |       60418 | 00:33:35.947 |
 |    710  |       60418 | 00:33:35.947 |       60522 | 00:33:39.417 |
 |    711  |       60522 | 00:33:39.417 |       60549 | 00:33:40.318 |
 |    712  |       60549 | 00:33:40.318 |       60605 | 00:33:42.187 |
 |    713  |       60605 | 00:33:42.187 |       60791 | 00:33:48.393 |
 |    714  |       60791 | 00:33:48.393 |       60908 | 00:33:52.297 |
 |    715  |       60908 | 00:33:52.297 |       61022 | 00:33:56.101 |
 |    716  |       61022 | 00:33:56.101 |       61042 | 00:33:56.768 |
 |    717  |       61042 | 00:33:56.768 |       61092 | 00:33:58.436 |
 |    718  |       61092 | 00:33:58.436 |       61126 | 00:33:59.571 |
 |    719  |       61126 | 00:33:59.571 |       61270 | 00:34:04.376 |
 |    720  |       61270 | 00:34:04.376 |       61548 | 00:34:13.652 |
 |    721  |       61548 | 00:34:13.652 |       61578 | 00:34:14.653 |
 |    722  |       61578 | 00:34:14.653 |       61611 | 00:34:15.754 |
 |    723  |       61611 | 00:34:15.754 |       61732 | 00:34:19.791 |
 |    724  |       61732 | 00:34:19.791 |       62001 | 00:34:28.767 |
 |    725  |       62001 | 00:34:28.767 |       62078 | 00:34:31.336 |
 |    726  |       62078 | 00:34:31.336 |       62358 | 00:34:40.679 |
 |    727  |       62358 | 00:34:40.679 |       62548 | 00:34:47.018 |
 |    728  |       62548 | 00:34:47.018 |       62584 | 00:34:48.219 |
 |    729  |       62584 | 00:34:48.219 |       62640 | 00:34:50.088 |
 |    730  |       62640 | 00:34:50.088 |       62675 | 00:34:51.256 |
 |    731  |       62675 | 00:34:51.256 |       62696 | 00:34:51.957 |
 |    732  |       62696 | 00:34:51.957 |       62728 | 00:34:53.024 |
 |    733  |       62728 | 00:34:53.024 |       62769 | 00:34:54.392 |
 |    734  |       62769 | 00:34:54.392 |       62843 | 00:34:56.861 |
 |    735  |       62843 | 00:34:56.861 |       62958 | 00:35:00.699 |
 |    736  |       62958 | 00:35:00.699 |       63084 | 00:35:04.903 |
 |    737  |       63084 | 00:35:04.903 |       63132 | 00:35:06.504 |
 |    738  |       63132 | 00:35:06.504 |       63233 | 00:35:09.874 |
 |    739  |       63233 | 00:35:09.874 |       63749 | 00:35:27.092 |
 |    740  |       63749 | 00:35:27.092 |       64090 | 00:35:38.470 |
 |    741  |       64090 | 00:35:38.470 |       64481 | 00:35:51.516 |
 |    742  |       64481 | 00:35:51.516 |       65321 | 00:36:19.544 |
 |    743  |       65321 | 00:36:19.544 |       65382 | 00:36:21.579 |
 |    744  |       65382 | 00:36:21.579 |       65413 | 00:36:22.614 |
 |    745  |       65413 | 00:36:22.614 |       65598 | 00:36:28.787 |
 |    746  |       65598 | 00:36:28.787 |       65665 | 00:36:31.022 |
 |    747  |       65665 | 00:36:31.022 |       65815 | 00:36:36.027 |
