256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	66_419_805_1146_839_72_142_79_48_113_850_791_57_122	0.16319268886595786	0.0010277960450799754	0.16772880020239844
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	263_264_265_266_3892_987	0.1343297278411385	0.00034055337763867977	0.045746442533584314
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	1762_643_654_688_1074_307_310_349	0.16089100691738284	0.0004558561021129063	0.07334314727837879
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	485_70_103_808_494_526_496_848_80_499_111_118_508_1534	0.24654439564006794	0.0024033209826493556	0.5925253191963795
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	0.14675320910821796	0.0009028358233514907	0.13249405437469144
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	1447_1075_2899_726_2173_1438	0.18016868836776287	0.00040426523181210733	0.07283593656827698
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	217_1306_212_1669	0.1894521295059974	0.00101044220599537	0.19143042766856055
256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	[354]	0.1866941634340862	0.0006448709146016633	0.12039363592453158
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	0.16319268886595784	0.0010277960450799754	0.16772880020239841
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	263_264_265_266_3892_987	0.12559276868475933	0.00022012940363691518	0.027646661271685104
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	1762_643_654_688_1074_307_310_349	0.1653026058883165	0.001203886841627577	0.19900563211569347
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	485_70_103_808_494_526_496_848_80_499_111_118_508_1534	0.20671217259356256	0.0005995441452685375	0.12393307283420987
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	0.13473354272044755	0.0005106752782806904	0.06880508942250785
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	1447_1075_2899_726_2173_1438	0.18754809923058022	0.0008771717211072024	0.16451188899247243
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	217_1306_212_1669	0.17449758825209732	0.0005302250316124469	0.09252298924726404
66_419_805_1146_839_72_142_79_48_113_850_791_57_122	[354]	0.22399010777257028	0.0009445841004030004	0.2115774944495244
263_264_265_266_3892_987	256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	0.1343297278411385	0.00034055337763867977	0.045746442533584314
263_264_265_266_3892_987	66_419_805_1146_839_72_142_79_48_113_850_791_57_122	0.12559276868475933	0.0002201294036369152	0.027646661271685108
263_264_265_266_3892_987	1762_643_654_688_1074_307_310_349	0.14523054310668207	0.0005847007045803935	0.08491640088107022
263_264_265_266_3892_987	485_70_103_808_494_526_496_848_80_499_111_118_508_1534	0.22543532356553458	0.0006991126136588326	0.15760467826892552
263_264_265_266_3892_987	192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	0.10430304361398067	0.0006336266536765678	0.06608918849340768
263_264_265_266_3892_987	1447_1075_2899_726_2173_1438	0.1651003875841206	0.00045958355512428325	0.07587742307830722
263_264_265_266_3892_987	217_1306_212_1669	0.16630770289307717	0.00037783182244734387	0.06283634247112274
263_264_265_266_3892_987	[354]	0.19760433644294664	0.00021338612495185662	0.04216602362724333
1762_643_654_688_1074_307_310_349	256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	0.16089100691738284	0.0004558561021129064	0.0733431472783788
1762_643_654_688_1074_307_310_349	66_419_805_1146_839_72_142_79_48_113_850_791_57_122	0.1653026058883165	0.0012038868416275768	0.19900563211569341
1762_643_654_688_1074_307_310_349	263_264_265_266_3892_987	0.14523054310668207	0.0005847007045803935	0.08491640088107022
1762_643_654_688_1074_307_310_349	485_70_103_808_494_526_496_848_80_499_111_118_508_1534	0.23681955791160617	0.0021808923862844443	0.5164779707726699
1762_643_654_688_1074_307_310_349	192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	0.1605707696981997	0.0011448243672726758	0.183825329822228
1762_643_654_688_1074_307_310_349	1447_1075_2899_726_2173_1438	0.08518033337708672	0.00039459594875062724	0.03361181446382626
1762_643_654_688_1074_307_310_349	217_1306_212_1669	0.18565062322661366	0.0013416331347745405	0.2490750276123688
1762_643_654_688_1074_307_310_349	[354]	0.17670471551716208	0.0006204379733216651	0.10963431557184941
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	0.24654439564006794	0.0024033209826493556	0.5925253191963795
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	66_419_805_1146_839_72_142_79_48_113_850_791_57_122	0.20671217259356253	0.0005995441452685376	0.12393307283420987
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	263_264_265_266_3892_987	0.22543532356553458	0.0006991126136588326	0.15760467826892552
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	1762_643_654_688_1074_307_310_349	0.23681955791160614	0.0021808923862844443	0.5164779707726699
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	0.2164854925788344	0.0015228632592229762	0.32967780280309517
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	1447_1075_2899_726_2173_1438	0.26176832455656396	0.0017649283157276832	0.462002328170474
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	217_1306_212_1669	0.14396962398234386	0.0004820934605720031	0.06940681424289821
485_70_103_808_494_526_496_848_80_499_111_118_508_1534	[354]	0.20537927271240813	0.0021445897770980176	0.4404542886868563
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	0.14675320910821796	0.0009028358233514907	0.13249405437469144
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	66_419_805_1146_839_72_142_79_48_113_850_791_57_122	0.13473354272044755	0.0005106752782806904	0.06880508942250785
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	263_264_265_266_3892_987	0.10430304361398067	0.0006336266536765678	0.06608918849340768
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	1762_643_654_688_1074_307_310_349	0.1605707696981997	0.001144824367272676	0.18382532982222805
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	485_70_103_808_494_526_496_848_80_499_111_118_508_1534	0.2164854925788344	0.0015228632592229764	0.3296778028030952
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	1447_1075_2899_726_2173_1438	0.17352698454828933	0.0009070405974984009	0.15739601974677614
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	217_1306_212_1669	0.1712160096712888	0.000860019912638678	0.14724917767984486
192_224_581_935_586_944_209_1298_562_598_218_1307_572_222_2750	[354]	0.24426803924562768	0.0010330381126046131	0.25233819423193277
1447_1075_2899_726_2173_1438	256_608_1701_262_1351_3529_2060_975_241_2803_1334_599_2077	0.18016868836776284	0.0004042652318121073	0.07283593656827697
1447_1075_2899_726_2173_1438	66_419_805_1146_839_72_142_79_48_113_850_791_57_122	0.18754809923058022	0.0008771717211072022	0.1645118889924724
1447_1075_2899_726_2173_1438	263_264_265_266_3892_987	0.1651003875841206	0.00045958355512428325	0.07587742307830722
1447_1075_2899_726_2173_1438	1762_643_654_688_1074_307_310_349	0.08518033337708672	0.00039459594875062724	0.03361181446382626
1447_1075_2899_726_2173_1438	485_70_103_808_494_526_496_848_80_499_111_118_508_1534	0.26176832455656396	0.001764928315727683	0.46200232817047393
